locale,lep species,lep species
succ plot 1-2 yr,xeniades orchamus,1
succ plot 1-2 yr,xylophanes anubus,1
succ plot 1-2 yr,xylophanes chiron,2
succ plot 1-2 yr,zaretis itys,2
succ plot 2,eois apyraria,2
succ plot 2,eueides aliphera,1
succ plot 2,heliconius sp,1
succ plot 2-3 yr,asturodes fimbriauralis,1
succ plot 2-3 yr,caligo memnon,1
succ plot 2-3 yr,gonodonta nr sinaldus,1
succ plot 2-3 yr,saurita nigripalpa,1
succ plot 2-3 yr,zaretis itys,1
succ plot 3,eois sp,1
succ plot 3,zaretis itys,3
succ plot 3-4 yr,gonodonta nr sinaldus,1
succ plot 4,achlyodes bursirus heros,5
succ plot 4,achlyodes thraso,23
succ plot 4,adelpha cytherea marcia,1
succ plot 4,agaraea sp,6
succ plot 4,calpodes ethlius,2
succ plot 4,cyclomia nr disparilis,2
succ plot 4,emesis lucinda,6
succ plot 4,eois nympha,2
succ plot 4,eois sp,1
succ plot 4,heliconius hecale zuleika,1
succ plot 4,heliconius sara fulgidus,22
succ plot 4,loxophobia nr imitata,1
succ plot 4,macroneme nr caerulescens,1
succ plot 4,milanion sp,1
succ plot 4,neoxeniades molien,1
succ plot 4,papilio thoas neacles,1
succ plot 4,pseudolycaena sp,1
succ plot 4,quadrus cerialis,1
succ plot 4,saliana sp,1
succ plot 4,saurita incerta,1
succ plot 4,spodoptera sp,2
succ plot 4,xylophanes tersa,1
succ plot 4-5 yr,cissia terrestris,1
succ plot 4-5 yr,cyclomia nr disparilis,2
succ plot 4-5 yr,lirimiris nr truncata,2
succ plot 5,achlyodes bursirus heros,1
succ plot 5,calephelis sp,1
succ plot 5,cyclomia nr disparilis,3
succ plot 5,eois russearia,8
succ plot 5,eois sp,1
succ plot 5,eueides aliphera,6
succ plot 5,gonodonta sp,1
succ plot 5,heliconius hecale zuleika,1
succ plot 5,loxophobia nr imitata,12
succ plot 5,neoxeniades molien,2
succ plot 5,papilio thoas neacles,1
succ plot 5,phaeoblemma dares,1
succ plot 5,pyrrhogyra otolais otolais,1
succ plot 5,quadrus cerialis,2
succ plot 5,rothschildia lebeau,5
succ plot 5,talides sp,1
succ plot 5,zaretis itys,1
succ plot 5 plot 37,cyclomia nr disparilis,2
succ plot 5 plot 37,gonodonta sp,1
succ plot 5 plot 37,quadrus cerialis,1
sur,anacrusis nephrodes,9
sur,astraptes fulgerator azul,3
sur,astraptes nr egregius,1
sur,automeris beltii,1
sur,automeris tridens,1
sur,chlosyne gaudealis,1
sur,chlosyne janais,3
sur,colobura dirce,1
sur,cosmosoma sp,2
sur,dioptis longipennis,1
sur,dubiella fiscella belpa,2
sur,ebrietas sp,7
sur,eracon lachensis,3
sur,erinnyis sp,1
sur,gamelia septentrionalis,1
sur,gonodonta nr sinaldus,1
sur,gonodonta sp,1
sur,greta oto,1
sur,hylesia sp,1
sur,hypoleria cassotis,1
sur,hypothyris euclea valora,5
sur,isophrictus sp,36
sur,ithomia diasa hippocrenis,1
sur,leucochimona lepida,3
sur,lirimiris meridionalis,1
sur,malocampa hibridis,1
sur,manduca pellenia,1
sur,melese sixola,1
sur,nyceryx magna,3
sur,omiodes sp,1
sur,oxytenis sp 2,3
sur,pachylia ficus,1
sur,pantographa expansalis,9
sur,pantographa sp,3
sur,pantographa suffusalis,4
sur,pitane fervens,3
sur,pseudasellodes fenestraria,11
sur,quadrus cerialis,2
sur,semaeopus nodigera,1
sur,tarchon felderi,2
sur,tortyra cuprinela,1
sur,zaretis itys,1
sur,zera hyacinthinus,4
sur 0,pyrrhogyra crameri,1
sur 10,protambulyx eyrycles,1
sur 100,catephiodes trinidadensis,17
sur 100,colobura dirce,1
sur 100,euclystis plusiodes,3
sur 100,isophrictus sp,1
sur 100,melese sp,1
sur 100,pseudasellodes fenestraria,1
sur 100,quadrus cerialis,4
sur 220,tigridia acesta,1
sur 250,isophrictus sp,30
sur 300,catephiodes trinidadensis,53
sur 300,euclystis plusiodes,3
sur 300,pantographa suffusalis,1
sur 300,quadrus cerialis,1
sur 300,tarchon felderi,1
sur 316,pleuroptya silicalis,1
sur 350,chlosyne janais,1
sur 350,desmia sp 3,1
sur 350,gonodonta sp,1
sur 350,pantographa expansalis,2
sur 400,anacrusis nephrodes,1
sur 400,pantographa expansalis,4
sur 400,pericopis sp,1
sur 450,eois nympha,3
sur 450,pantographa expansalis,1
sur 50,astraptes fulgerator azul,1
sur 50,cyclomia disparilis,1
sur 50,ebrietas sp,1
sur 50,marpesia merops,5
sur 600,eois apyraria,3
sur 600,erinnyis sp,1
sur 600,tarchon felderi,1
sur 700,myscelia cyaniris cyaniris,1
sur 700,pachylia ficus,1
sur 800,astraptes alardus,1
sur bridge,morpho granadensis polybaptus,1
sura,anacrusis nephrodes,3
sura,automeris postalbida,1
sura,catephiodes trinidadensis,6
sura,eois apyraria,9
sura,eois nympha,11
sura,eois russearia,6
sura,eois sp,6
sura,lirimiris meridionalis,1
sura,quadrus cerialis,1
sura 00,hemiceras sp,1
sura 100,hylesia sp,8
sura 100,lycorea cleobaea atergatis,1
sura 100,phanoptis cyanomelas,1
sura 100,quadrus cerialis,1
sura 1000,quadrus cerialis,2
sura 1100,megalopyge albicollis,1
sura 150,eois apyraria,3
sura 150,eois sp,5
sura 150,omiodes sp,3
sura 150,periphoba arcaei,1
sura 150,quadrus cerialis,6
sura 175,quadrus cerialis,1
sura 200,historis acheronta,1
sura 200,quadrus cerialis,5
sura 250,eois sp,1
sura 250,quadrus cerialis,6
sura 300,automeris postalbida,1
sura 350,anomis nr patagiata,1
sura 350,hemiceras sp,2
sura 350,manduca sp,1
sura 350,quadrus cerialis,1
sura 400,adeloneivaia jason,1
sura 50,cyclomia disparilis,2
sura 50,dysodia sp,1
sura 50,euptychia sp,1
sura 50,gonodonta sp,1
sura 50,pantographa expansalis,1
sura 50,quadrus cerialis,4
sura 50,telemiades nr antiope,2
sura 50,tortyra sp,1
sura 550,quadrus cerialis,1
sura 650,pachylia ficus,1
sura 700,quadrus cerialis,2
sura 750,eois nympha,1
sura 750,quadrus cerialis,1
sura 800,catonephele orites,2
sura 850,eois nympha,7
sura 850,saliana sp,1
sura 850,tarchon felderi,1
sura 900,quadrus cerialis,1
sura 900 ,tueresis sp,1
sura 900 por parcela de carbono,eois nympha,2
sura 900 por parcela de carbono,eois sp,4
sura 950,parides arcas mylotes,1
sura 950,quadrus cerialis,1
sura por parcela carbono,eois nympha,3
sura0,gonodonta sp,1
suraa 50,quadrus cerialis,1
swamp,spodoptera sp,4
taller,opsiphanes tamarindi,1
tirimbina,adelpha sp,1
tirimbina,apatelodes erotina,2
tirimbina,chlosyne janais,7
tirimbina,consul fabius cecrops,1
tirimbina,cyclomia nr disparilis,9
tirimbina,eois apyraria,47
tirimbina,eois nympha,118
tirimbina,eois picalis,1
tirimbina,eois russearia,1
tirimbina,eois sp 11,1
tirimbina,eois sp 14,1
tirimbina,eois sp 8,2
tirimbina,eois zenobia,2
tirimbina,euptychia jesia,16
tirimbina,heliconius hecale zuleika,1
tirimbina,isanthrene championi,1
tirimbina,isognathus scyron,1
tirimbina,lirimiris nr truncata,2
tirimbina,macroneme nr caerulescens,2
tirimbina,oospila nr nigripuncta,1
tirimbina,opsiphanes cassina,1
tirimbina,pantographa suffusalis,1
tirimbina,phaeoblemma dares,1
tirimbina,pleuroptya silicalis,1
tirimbina,quadrus cerialis,3
tirimbina,saurita incerta,1
tirimbina,spodoptera sp,1
tirimbina,xylophanes loelia,1
tirimbina,zaretis itys,1
tirimbina cacaotal,cyclomia nr disparilis,1
tirimbina cacaotal,quadrus cerialis,1
tirimbina canopy,eois sp 12,2
tirimbina canopy,parasa sandra,1
tirimbina canopy,xylophanes sp,1
tirimbina clearing,isanthrene sp,1
tirimbina corteza,eois nympha,37
tirimbina field station crk,acrotomia trilva,1
tirimbina field station crk,antichloris viridis,1
tirimbina field station crk,castilia ofella,33
tirimbina field station crk,chlosyne janais,98
tirimbina field station crk,euptychia jesia,3
tirimbina field station rd,aclytia albistriga,1
tirimbina field station rd,pachydota sp,2
tirimbina forest,bigeyes oxytenid,1
tirimbina forest,euptychia jesia,1
tirimbina forest,olceclostera nr bifenestrada,1
tirimbina forest,quadrus cerialis,1
tirimbina hunter,achlyodes sp,1
tirimbina hunter,chlosyne janais,4
tirimbina hunter,eois nympha,30
tirimbina hunter,eois zenobia,2
tirimbina path - across creek,chlosyne janais,1
tirimbina road,ancereropia sp,3
tirimbina road,eois sp,2
tirimbina road,macroneme sp,2
tirimbina road,nymphalome sp,1
tirimbina road,papilio thoas neacles,1
tirimbina road,quentalia sp,1
tirimbina road,tarchon felderi,1
tirimbina theobroma,tarchon felderi,1
tirimbina trail,eois apyraria,4
tirimbina trail,eois nympha,5
tirimbina trail,eois sp,3
tirimbina trail,quadrus cerialis,1
trail to river station,xylophanes pluto,1
trash can,astraptes fulgerator azul,1
tubo 400200,eois nympha,12
visitor centre,quadrus cerialis,2
wanderer,halysidota cyclozonata,1
wanderer,parides childrenae childrenae,1
wanderer,thracides phidon,1
weather tower,prenesta sp,2
zas 150,quadrus cerialis,1
